draft_num	pick_num	human_pick	RandomBot	MiscBot
18	31	Elvish_Rejuvenator	0	0
18	32	Vine_Mare	0	0
18	33	Plummet	0	0
18	34	Greenwood_Sentinel	0	0
18	35	Diamond_Mare	0	0
18	36	Gigantosaurus	1	0
18	37	Essence_Scatter	0	0
18	38	Inspired_Charge	0	0
18	39	Divination	0	0
18	40	Cinder_Barrens	1	0
18	41	Nicol_Bolas_the_Ravager	1	1
18	42	Tolarian_Scholar	1	0
18	43	Gearsmith_Prodigy	1	0
18	44	Anticipate	0	0
18	45	Hired_Blade	1	1
19	1	Lightning_Strike	0	0
19	2	Boggart_Brute	0	0
19	3	Disperse	0	0
19	4	Essence_Scatter	0	0
19	5	Sparktongue_Dragon	0	0
19	6	Totally_Lost	0	0
19	7	Omenspeaker	1	1
19	8	Cancel	0	0
19	9	Smelt	0	1
19	10	Uncomfortable_Chill	0	0
19	11	Gearsmith_Prodigy	0	0
19	12	Wall_of_Mist	0	0
19	13	Trumpet_Blast	0	0
19	14	Walking_Corpse	1	0
19	15	Reliquary_Tower	1	1
19	16	Shock	0	0
19	17	Electrify	0	0
19	18	Mirror_Image	0	0
19	19	Aviation_Pioneer	1	0
19	20	Snapping_Drake	0	0
19	21	Anticipate	0	0
19	22	Aerial_Engineer	0	1
19	23	Tormenting_Voice	1	0
19	24	Stone_Quarry	1	0
19	25	Meandering_River	0	0
19	26	Trumpet_Blast	0	0
19	27	Knight's_Pledge	0	0
19	28	Knight's_Pledge	0	0
19	29	Abnormal_Endurance	1	0
19	30	Forest_4	1	1
19	31	Horizon_Scholar	0	0
19	32	Horizon_Scholar	1	0
19	33	Surge_Mare	0	1
19	34	Aven_Wind_Mage	0	1
19	35	Aven_Wind_Mage	0	0
19	36	Meandering_River	0	0
19	37	Psychic_Symbiont	0	1
19	38	Act_of_Treason	0	0
19	39	Anticipate	0	0
19	40	Wall_of_Mist	0	0
19	41	Bone_to_Ash	0	0
19	42	Lich's_Caress	0	0
19	43	Macabre_Waltz	0	0
19	44	Stitcher's_Supplier	0	0
19	45	Island_2	1	1
20	1	Arcane_Encyclopedia	0	0
20	2	Murder	0	1
20	3	Boggart_Brute	0	0
20	4	Siegebreaker_Giant	0	0
20	5	Skymarch_Bloodletter	0	0
20	6	Sparktongue_Dragon	0	0
20	7	Vampire_Neonate	0	0
20	8	Vampire_Neonate	0	0
20	9	Abnormal_Endurance	0	1
20	10	Viashino_Pyromancer	0	0
20	11	Inferno_Hellion	0	0
20	12	Sovereign's_Bite	0	0
20	13	Enigma_Drake	0	0
20	14	Naturalize	0	0
20	15	Island_4	1	1
20	16	Epicure_of_Blood	0	0
20	17	Tectonic_Rift	0	0
20	18	Hostile_Minotaur	0	0
20	19	Skyrider_Patrol	0	0
20	20	Dark-Dweller_Oracle	0	0
20	21	Trumpet_Blast	0	1
20	22	Aerial_Engineer	0	0
20	23	Enigma_Drake	0	0
20	24	Mighty_Leap	0	0
20	25	Enigma_Drake	1	0
20	26	Wall_of_Mist	0	0
20	27	Cancel	0	0
20	28	Aether_Tunnel	0	1
20	29	Bone_to_Ash	1	1
20	30	Foul_Orchard	1	1
20	31	Lightning_Strike	0	0
20	32	Manalith	0	0
20	33	Skyscanner	0	0
20	34	Bone_to_Ash	0	0
20	35	Tolarian_Scholar	0	0
20	36	Catalyst_Elemental	1	0
20	37	Viashino_Pyromancer	0	0
20	38	Trumpet_Blast	0	1
20	39	Sparktongue_Dragon	0	0
20	40	Tectonic_Rift	0	0
20	41	Thornhide_Wolves	1	0
20	42	Reclamation_Sage	0	1
20	43	Plummet	0	0
20	44	Reclamation_Sage	0	1
20	45	Smelt	1	1
