draft_num	pick_num	human_pick	RandomBot	RaredraftBot	ClassicBot
80	32	Lightning_Strike	1	1	1
80	33	Skymarch_Bloodletter	1	0	1
80	34	Totally_Lost	1	0	1
80	35	Reassembling_Skeleton	1	1	1
80	36	Cinder_Barrens	1	0	0
80	37	Enigma_Drake	1	1	0
80	38	Brawl-Bash_Ogre	1	1	0
80	39	Enigma_Drake	1	1	0
80	40	Enigma_Drake	1	1	0
80	41	Wall_of_Mist	1	1	1
80	42	Infernal_Scarring	1	1	1
80	43	Duress	1	1	1
80	44	Infernal_Reckoning	1	1	1
80	45	Talons_of_Wildwood	1	1	1
81	1	Pelakka_Wurm	1	1	1
81	2	Centaur_Courser	1	0	1
81	3	Colossal_Dreadmaw	1	0	1
81	4	Draconic_Disciple	1	1	1
81	5	Ghastbark_Twins	1	1	1
81	6	Thornhide_Wolves	1	1	1
81	7	Rhox_Oracle	1	1	1
81	8	Titanic_Growth	1	1	1
81	9	Elvish_Rejuvenator	1	1	1
81	10	Trumpet_Blast	1	1	1
81	11	Rhox_Oracle	1	1	1
81	12	Sure_Strike	1	1	1
81	13	Mind_Rot	1	1	1
81	14	Knight's_Pledge	1	1	1
81	15	Swamp_2	1	1	1
81	16	Valiant_Knight	1	1	1
81	17	Centaur_Courser	1	0	1
81	18	Star-Crowned_Stag	1	0	1
81	19	Gallant_Cavalry	1	0	1
81	20	Centaur_Courser	1	1	1
81	21	Satyr_Enchanter	1	1	1
81	22	Oakenform	1	1	1
81	23	Titanic_Growth	1	1	1
81	24	Titanic_Growth	1	1	1
81	25	Highland_Game	1	1	1
81	26	Oakenform	1	1	1
81	27	Desecrated_Tomb	1	1	0
81	28	Knight's_Pledge	1	1	1
81	29	Rustwing_Falcon	1	1	1
81	30	Island_4	1	1	1
81	31	Mentor_of_the_Meek	1	1	1
81	32	Declare_Dominance	1	1	1
81	33	Bristling_Boar	1	1	1
81	34	Take_Vengeance	1	0	1
81	35	Naturalize	1	0	0
81	36	Oreskos_Swiftclaw	1	0	0
81	37	Field_Creeper	1	1	0
81	38	Inspired_Charge	1	1	1
81	39	Inspired_Charge	1	1	1
81	40	Field_Creeper	1	1	1
81	41	Wall_of_Vines	1	1	1
81	42	Hostile_Minotaur	1	1	1
81	43	Infernal_Reckoning	1	1	1
81	44	Fire_Elemental	1	1	1
81	45	Mountain_4	1	1	1
82	1	Lena_Selfless_Champion	1	1	1
82	2	Two-Headed_Zombie	1	0	0
82	3	Heroic_Reinforcements	1	1	1
82	4	Shock	1	0	1
82	5	Gallant_Cavalry	1	1	1
82	6	Havoc_Devils	1	1	1
82	7	Rustwing_Falcon	1	1	1
82	8	Pegasus_Courser	1	1	1
82	9	Hostile_Minotaur	1	1	1
82	10	Magistrate's_Scepter	1	1	1
82	11	Lava_Axe	1	1	1
82	12	Oreskos_Swiftclaw	1	1	1
82	13	Frilled_Sea_Serpent	1	1	1
82	14	Mistcaller	1	1	1
82	15	Highland_Game	1	1	1
82	16	Shield_Mare	1	1	1
82	17	Banefire	1	1	1
82	18	Guttersnipe	1	1	1
82	19	Thud	1	1	1
82	20	Abnormal_Endurance	1	0	0
82	21	Leonin_Vanguard	1	1	0
82	22	Child_of_Night	1	0	0
82	23	Trumpet_Blast	1	1	1
82	24	Tranquil_Expanse	1	0	1
82	25	Skeleton_Archer	1	1	1
82	26	Revitalize	1	1	1
82	27	Smelt	1	1	1
82	28	Daggerback_Basilisk	1	1	1
82	29	Talons_of_Wildwood	1	1	1
82	30	Naturalize	1	1	1
82	31	Guttersnipe	1	1	0
82	32	Cleansing_Nova	1	1	1
82	33	Volcanic_Dragon	1	1	1
82	34	Fiery_Finish	1	1	1
82	35	Viashino_Pyromancer	1	0	0
82	36	Goblin_Motivator	1	0	0
82	37	Thud	1	1	0
82	38	Stone_Quarry	1	0	0
82	39	Chaos_Wand	1	1	1
82	40	Tormenting_Voice	1	1	1
82	41	Goblin_Motivator	1	1	1
82	42	Centaur_Courser	1	1	1
82	43	Gearsmith_Prodigy	1	1	1
82	44	Naturalize	1	1	1
82	45	Swamp_2	1	1	1
83	1	Banefire	1	1	1
83	2	Catalyst_Elemental	1	0	0
83	3	Goblin_Instigator	1	0	1
83	4	Volcanic_Dragon	1	1	1
83	5	Manalith	1	1	0
83	6	Snapping_Drake	1	1	1
83	7	Havoc_Devils	1	1	1
83	8	Goblin_Motivator	1	1	1
83	9	Cancel	1	1	1
83	10	Field_Creeper	1	1	0
83	11	Anticipate	1	1	1
83	12	Crash_Through	1	1	1
83	13	Ghostform	1	1	1
83	14	Ajani's_Welcome	1	1	1
83	15	Revitalize	1	1	1
83	16	Shock	1	0	1
83	17	Goblin_Motivator	1	0	0
83	18	Lava_Axe	1	0	0
83	19	Fire_Elemental	1	0	0
83	20	Shock	1	0	1
83	21	Sparktongue_Dragon	1	1	1
83	22	Apex_of_Power	1	1	0
83	23	Tormenting_Voice	1	1	1
83	24	Divination	1	1	1
83	25	Enigma_Drake	1	1	1
83	26	Act_of_Treason	1	1	1
83	27	Crash_Through	1	1	1
83	28	Titanic_Growth	1	1	1
83	29	Ghostform	1	1	1
83	30	Forest_1	1	1	1
83	31	Viashino_Pyromancer	1	0	0
83	32	Ghostform	1	0	0
83	33	Salvager_of_Secrets	1	0	1
83	34	Act_of_Treason	1	0	0
83	35	Catalyst_Elemental	1	1	0
83	36	Lava_Axe	1	1	0
83	37	Mighty_Leap	1	1	0
83	38	Viashino_Pyromancer	1	1	0
83	39	Divination	1	1	1
83	40	Bone_to_Ash	1	1	1
83	41	Ghostform	1	1	1
83	42	Gearsmith_Prodigy	1	1	1
83	43	Wall_of_Mist	1	1	1
83	44	Root_Snare	1	1	1
83	45	Timber_Gorge	1	1	1
84	1	Ghastbark_Twins	1	1	0
84	2	Colossal_Majesty	1	1	0
84	3	Gift_of_Paradise	1	1	0
84	4	Centaur_Courser	1	1	1
84	5	Psychic_Symbiont	1	1	0
84	6	Totally_Lost	1	0	1
84	7	Chaos_Wand	1	1	1
84	8	Frilled_Sea_Serpent	1	1	1
84	9	Anticipate	1	1	1
84	10	Lava_Axe	1	1	0
84	11	Havoc_Devils	1	1	0
84	12	Viashino_Pyromancer	1	1	1
84	13	Ghostform	1	1	1
84	14	Knight's_Pledge	1	1	1
84	15	Trumpet_Blast	1	1	1
84	16	Patient_Rebuilding	1	1	1
84	17	Druid_of_the_Cowl	1	0	1
84	18	Colossal_Dreadmaw	1	0	0
84	19	Thornhide_Wolves	1	0	0
84	20	Elvish_Rejuvenator	1	0	0
84	21	Ghirapur_Guide	1	1	0
84	22	Elvish_Rejuvenator	1	1	0
84	23	Woodland_Stream	1	1	0
84	24	Titanic_Growth	1	1	0
84	25	Snapping_Drake	1	1	1
84	26	Plummet	1	1	1
84	27	Plummet	1	1	1
84	28	Mighty_Leap	1	1	1
84	29	Highland_Game	1	1	1
84	30	Mountain_2	1	1	1
84	31	Druid_of_the_Cowl	1	0	1
84	32	Thornhide_Wolves	1	0	0
84	33	Skyscanner	1	0	1
84	34	Thornhide_Wolves	1	0	0
84	35	Divination	1	1	1
84	36	Essence_Scatter	1	0	1
84	37	Uncomfortable_Chill	1	1	0
84	38	Rupture_Spire	1	1	1
84	39	Timber_Gorge	1	0	0
84	40	Greenwood_Sentinel	1	1	1
84	41	Daggerback_Basilisk	1	1	1
84	42	Naturalize	1	1	1
84	43	Submerged_Boneyard	1	1	1
84	44	Salvager_of_Secrets	1	1	1
84	45	Plains_3	1	1	1
85	1	Demon_of_Catastrophes	1	1	1
85	2	Scapeshift	1	1	0
85	3	Skyscanner	1	0	0
85	4	Skymarch_Bloodletter	1	0	1
85	5	Viashino_Pyromancer	1	1	0
85	6	Trumpet_Blast	1	0	0
85	7	Diregraf_Ghoul	1	1	1
85	8	Vampire_Neonate	1	1	1
85	9	Sovereign's_Bite	1	1	1
85	10	Tormenting_Voice	1	1	0
85	11	Duress	1	1	1
85	12	Goblin_Motivator	1	1	1
85	13	Rhox_Oracle	1	1	1
85	14	Draconic_Disciple	1	1	1
85	15	Forest_3	1	1	1
85	16	Vine_Mare	1	1	1
85	17	Electrify	1	0	0
85	18	Shock	1	0	0
85	19	Act_of_Treason	1	0	0
85	20	Mind_Rot	1	0	1
85	21	Act_of_Treason	1	0	0
85	22	Act_of_Treason	1	1	0
85	23	Epicure_of_Blood	1	1	1
85	24	Diregraf_Ghoul	1	1	1
85	25	Oakenform	1	1	1
85	26	Fire_Elemental	1	1	0
85	27	Oakenform	1	1	1
85	28	Root_Snare	1	1	1
85	29	Trusty_Packbeast	1	1	1
85	30	Plains_3	1	1	1
85	31	Plague_Mare	1	1	1
85	32	Sparktongue_Dragon	1	0	0
85	33	Havoc_Devils	1	0	0
85	34	Lathliss_Dragon_Queen	1	1	1
85	35	Vampire_Neonate	1	0	1
85	36	Tectonic_Rift	1	1	0
85	37	Onakke_Ogre	1	0	0
85	38	Guttersnipe	1	1	1
85	39	Trumpet_Blast	1	1	0
85	40	Onakke_Ogre	1	1	0
85	41	Hostile_Minotaur	1	1	1
85	42	Crash_Through	1	1	1
85	43	Catalyst_Elemental	1	1	1
85	44	Root_Snare	1	1	1
85	45	Highland_Game	1	1	1
86	1	Graveyard_Marshal	1	1	1
86	2	Meteor_Golem	1	1	1
86	3	Gift_of_Paradise	1	1	1
86	4	Aviation_Pioneer	1	0	0
86	5	Angel_of_the_Dawn	1	1	1
86	6	Child_of_Night	1	0	1
86	7	Nightmare's_Thirst	1	1	1
86	8	Cavalry_Drillmaster	1	1	0
86	9	Duress	1	1	1
86	10	Walking_Corpse	1	0	1
86	11	Foul_Orchard	1	1	1
86	12	Knight's_Pledge	1	1	1
86	13	Act_of_Treason	1	1	1
86	14	Tolarian_Scholar	1	1	1
86	15	Mountain_4	1	1	1
86	16	Militia_Bugler	1	1	0
86	17	Ajani's_Pridemate	1	1	0
86	18	Skeleton_Archer	1	0	1
86	19	Take_Vengeance	1	0	0
86	20	Daybreak_Chaplain	1	1	0
86	21	Two-Headed_Zombie	1	1	1
86	22	Forsaken_Sanctuary	1	0	1
86	23	Walking_Corpse	1	0	1
86	24	Abnormal_Endurance	1	0	1
86	25	Rustwing_Falcon	1	1	0
86	26	Infectious_Horror	1	1	1
86	27	Sovereign's_Bite	1	1	1
86	28	Trumpet_Blast	1	1	1
86	29	Greenwood_Sentinel	1	1	1
86	30	Root_Snare	1	1	1
86	31	Lich's_Caress	1	0	1
86	32	Regal_Bloodlord	1	1	1
86	33	Skyscanner	1	0	1
86	34	Skyscanner	1	0	1
86	35	Mind_Rot	1	0	0
86	36	Epicure_of_Blood	1	1	1
86	37	Cinder_Barrens	1	1	1
86	38	Doomed_Dissenter	1	0	1
86	39	Diregraf_Ghoul	1	1	1
86	40	Infernal_Scarring	1	1	0
86	41	Walking_Corpse	1	1	1
86	42	Invoke_the_Divine	1	1	1
86	43	Cancel	1	1	1
86	44	Vampire_Neonate	1	1	1
86	45	Wall_of_Vines	1	1	1
87	1	Ajani's_Welcome	1	1	0
87	2	Vampire_Neonate	1	0	1
87	3	Regal_Bloodlord	1	1	1
87	4	Regal_Bloodlord	1	1	1
87	5	Daybreak_Chaplain	1	1	1
87	6	Skymarch_Bloodletter	1	1	1
87	7	Ajani's_Welcome	1	1	1
87	8	Doomed_Dissenter	1	1	1
87	9	Make_a_Stand	1	1	1
87	10	Millstone	1	1	0
87	11	Revitalize	1	1	1
87	12	Talons_of_Wildwood	1	1	1
87	13	Two-Headed_Zombie	1	1	1
87	14	Revitalize	1	1	1
87	15	Mountain_2	1	1	1
87	16	Leonin_Warleader	1	1	1
87	17	Abnormal_Endurance	1	0	0
87	18	Macabre_Waltz	1	0	0
87	19	Infectious_Horror	1	1	0
87	20	Invoke_the_Divine	1	0	0
87	21	Doomed_Dissenter	1	1	0
87	22	Skymarch_Bloodletter	1	1	1
87	23	Vampire_Neonate	1	1	1
87	24	Rustwing_Falcon	1	1	1
87	25	Oreskos_Swiftclaw	1	1	1
87	26	Trusty_Packbeast	1	1	1
87	27	Bogstomper	1	1	1
87	28	Revitalize	1	1	1
87	29	Catalyst_Elemental	1	1	1
87	30	Highland_Game	1	1	1
87	31	Child_of_Night	1	0	0
87	32	Fountain_of_Renewal	1	1	0
87	33	Vampire_Sovereign	1	1	1
87	34	Nightmare's_Thirst	1	1	1
87	35	Epicure_of_Blood	1	1	0
87	36	Vampire_Neonate	1	1	1
87	37	Child_of_Night	1	1	0
87	38	Hired_Blade	1	0	1
87	39	Revitalize	1	1	0
87	40	Vampire_Neonate	1	1	1
87	41	Vampire_Neonate	1	1	1
87	42	Invoke_the_Divine	1	1	1
87	43	Knight's_Pledge	1	1	1
87	44	Foul_Orchard	1	1	1
87	45	Mountain_1	1	1	1
88	1	Sarkhan's_Unsealing	1	1	1
88	2	Havoc_Devils	1	0	0
88	3	Rhox_Oracle	1	0	1
88	4	Viashino_Pyromancer	1	1	1
88	5	Bone_to_Ash	1	1	0
88	6	Inferno_Hellion	1	1	0
88	7	Divination	1	0	0
88	8	Elvish_Rejuvenator	1	1	1
88	9	Aether_Tunnel	1	1	1
88	10	Omenspeaker	1	1	1
88	11	Wall_of_Mist	1	1	1
88	12	Highland_Game	1	1	1
88	13	Psychic_Symbiont	1	1	1
88	14	Daggerback_Basilisk	1	1	1
88	15	Sovereign's_Bite	1	1	1
88	16	Lightning_Strike	1	1	1
88	17	Titanic_Growth	1	0	1
88	18	Shock	1	0	0
88	19	Fire_Elemental	1	0	0
88	20	Divination	1	0	1
88	21	Havoc_Devils	1	0	0
88	22	Thornhide_Wolves	1	0	1
88	23	Elvish_Rejuvenator	1	1	1
88	24	Thornhide_Wolves	1	1	1
88	25	Root_Snare	1	0	1
88	26	Oakenform	1	1	1
88	27	Wall_of_Mist	1	1	1
88	28	Mind_Rot	1	1	1
88	29	Plummet	1	1	1
88	30	Swamp_3	1	1	1
88	31	Runic_Armasaur	1	1	1
88	32	Siegebreaker_Giant	1	1	0
88	33	Havoc_Devils	1	0	0
88	34	Rhox_Oracle	1	0	1
88	35	Goblin_Instigator	1	0	0
88	36	Rhox_Oracle	1	0	1
88	37	Sure_Strike	1	1	0
88	38	Havoc_Devils	1	1	0
88	39	Rhox_Oracle	1	1	1
88	40	Viashino_Pyromancer	1	0	0
88	41	Mind_Rot	1	1	1
88	42	Sovereign's_Bite	1	1	1
88	43	Doomed_Dissenter	1	1	1
88	44	Mind_Rot	1	1	1
88	45	Recollect	1	1	1
89	1	Vigilant_Baloth	1	1	1
89	2	Snapping_Drake	1	0	0
89	3	Salvager_of_Secrets	1	0	0
89	4	Snapping_Drake	1	0	0
89	5	Snapping_Drake	1	1	0
89	6	Colossal_Dreadmaw	1	0	1
89	7	Poison-Tip_Archer	1	1	1
89	8	Naturalize	1	0	1
89	9	Anticipate	1	1	0
89	10	Rhox_Oracle	1	1	1
89	11	Naturalize	1	1	1
89	12	Wall_of_Mist	1	1	1
89	13	Wall_of_Mist	1	1	1
89	14	Ghostform	1	1	1
89	15	Swamp_1	1	1	1
89	16	Vine_Mare	1	1	1
89	17	Snapping_Drake	1	0	0
89	18	Skyrider_Patrol	1	1	1
89	19	Greenwood_Sentinel	1	0	1
89	20	Daggerback_Basilisk	1	0	1
89	21	Druid_of_the_Cowl	1	1	1
89	22	Talons_of_Wildwood	1	0	1
89	23	Titanic_Growth	1	1	1
89	24	Greenwood_Sentinel	1	1	1
89	25	Root_Snare	1	1	1
89	26	Greenwood_Sentinel	1	1	1
89	27	Mistcaller	1	1	1
89	28	Ghostform	1	1	1
89	29	Goblin_Motivator	1	1	1
89	30	Forest_1	1	1	1
89	31	Plummet	1	0	0
89	32	Sleep	1	1	1
89	33	Switcheroo	1	1	1
89	34	Cancel	1	1	0
89	35	Titanic_Growth	1	1	1
89	36	Dwindle	1	1	0
89	37	Wall_of_Mist	1	1	0
89	38	Aviation_Pioneer	1	1	1
89	39	Draconic_Disciple	1	1	1
89	40	Essence_Scatter	1	1	1
89	41	Talons_of_Wildwood	1	1	1
89	42	Bone_to_Ash	1	1	1
89	43	Root_Snare	1	1	1
89	44	Tormenting_Voice	1	1	1
89	45	Swamp_2	1	1	1
90	1	Hungering_Hydra	1	1	1
90	2	Skyrider_Patrol	1	1	0
90	3	Druid_of_the_Cowl	1	0	1
90	4	Meteor_Golem	1	1	1
90	5	Omenspeaker	1	1	1
90	6	Woodland_Stream	1	0	1
90	7	Root_Snare	1	1	1
90	8	Highland_Game	1	1	1
90	9	Highland_Lake	1	1	0
90	10	Supreme_Phantom	1	1	1
90	11	Anticipate	1	1	1
90	12	Infectious_Horror	1	1	1
90	13	Goblin_Motivator	1	1	1
90	14	Mighty_Leap	1	1	1
90	15	Omniscience	1	1	1
90	16	Daggerback_Basilisk	1	0	0
90	17	Giant_Spider	1	0	1
90	18	Departed_Deckhand	1	1	1
90	19	Daggerback_Basilisk	1	0	1
90	20	Skyrider_Patrol	1	1	1
90	21	Woodland_Stream	1	0	1
90	22	Totally_Lost	1	1	1
90	23	Plummet	1	0	0
90	24	Scholar_of_Stars	1	1	1
90	25	Field_Creeper	1	1	1
90	26	Greenwood_Sentinel	1	1	1
90	27	Brawl-Bash_Ogre	1	1	0
90	28	Tolarian_Scholar	1	1	1
90	29	Bogstomper	1	1	1
90	30	Knight's_Pledge	1	1	1
90	31	Horizon_Scholar	1	1	1
90	32	Vivien_Reid	1	1	1
90	33	Essence_Scatter	1	0	1
90	34	Arcades_the_Strategist	1	1	1
90	35	Rhox_Oracle	1	0	1
90	36	Field_Creeper	1	1	0
90	37	Daggerback_Basilisk	1	1	1
90	38	Rhox_Oracle	1	1	1
90	39	Woodland_Stream	1	1	1
90	40	Knight's_Pledge	1	1	1
90	41	Ajani's_Welcome	1	1	0
90	42	Forsaken_Sanctuary	1	1	0
90	43	Invoke_the_Divine	1	1	1
90	44	Act_of_Treason	1	1	1
90	45	Cinder_Barrens	1	1	1
91	1	Goreclaw_Terror_of_Qal_Sisma	1	1	1
91	2	Reassembling_Skeleton	1	1	1
91	3	Herald_of_Faith	1	1	1
91	4	Satyr_Enchanter	1	1	0
91	5	Giant_Spider	1	0	1
91	6	Skymarch_Bloodletter	1	1	1
91	7	Gift_of_Paradise	1	1	1
91	8	Aven_Wind_Mage	1	1	1
91	9	Aviation_Pioneer	1	0	1
91	10	Aether_Tunnel	1	1	1
91	11	Vampire_Neonate	1	1	1
91	12	Revitalize	1	1	0
91	13	Wall_of_Mist	1	1	1
91	14	Anticipate	1	1	1
91	15	Submerged_Boneyard	1	1	1
91	16	Take_Vengeance	1	0	0
91	17	Vigilant_Baloth	1	1	1
91	18	Aerial_Engineer	1	1	1
91	19	Angel_of_the_Dawn	1	0	0
91	20	Divination	1	1	1
91	21	Aether_Tunnel	1	1	1
91	22	Snapping_Drake	1	1	1
91	23	Explosive_Apparatus	1	1	1
91	24	Satyr_Enchanter	1	1	0
91	25	Plummet	1	1	1
91	26	Act_of_Treason	1	1	1
91	27	Thud	1	1	1
91	28	Fire_Elemental	1	1	1
91	29	Infectious_Horror	1	1	1
91	30	Onakke_Ogre	1	1	1
91	31	Pelakka_Wurm	1	1	1
91	32	Exclusion_Mage	1	1	1
91	33	Aerial_Engineer	1	1	0
91	34	Vampire_Sovereign	1	1	1
91	35	Mirror_Image	1	1	1
91	36	Dwindle	1	1	1
91	37	Aven_Wind_Mage	1	1	1
91	38	Dwindle	1	1	1
91	39	Disperse	1	1	1
91	40	Omenspeaker	1	1	1
91	41	Anticipate	1	1	1
91	42	Knight's_Pledge	1	1	1
91	43	Fire_Elemental	1	1	1
91	44	Infectious_Horror	1	1	1
91	45	Mountain_2	1	1	1
92	1	Resplendent_Angel	1	1	1
92	2	Skyscanner	1	0	0
92	3	Strangling_Spores	1	0	1
92	4	Skyscanner	1	1	1
92	5	Skyscanner	1	0	0
92	6	Make_a_Stand	1	1	1
92	7	Macabre_Waltz	1	1	0
92	8	Rogue's_Gloves	1	1	1
92	9	Omenspeaker	1	1	0
92	10	Oreskos_Swiftclaw	1	1	1
92	11	Forsaken_Sanctuary	1	1	1
92	12	Walking_Corpse	1	1	1
92	13	Abnormal_Endurance	1	1	1
92	14	Walking_Corpse	1	1	1
92	15	Tranquil_Expanse	1	1	1
92	16	Graveyard_Marshal	1	1	1
92	17	Hieromancer's_Cage	1	1	1
92	18	Knightly_Valor	1	1	1
92	19	Daybreak_Chaplain	1	1	0
92	20	Two-Headed_Zombie	1	0	0
92	21	Knight_of_the_Tusk	1	1	0
92	22	Trusty_Packbeast	1	1	0
92	23	Daybreak_Chaplain	1	1	1
92	24	Invoke_the_Divine	1	1	1
92	25	Daybreak_Chaplain	1	1	1
92	26	Walking_Corpse	1	1	0
92	27	Amulet_of_Safekeeping	1	1	1
92	28	Revitalize	1	1	1
92	29	Trumpet_Blast	1	1	1
92	30	Island_3	1	1	1
92	31	Resplendent_Angel	1	1	1
92	32	Two-Headed_Zombie	1	0	0
92	33	Two-Headed_Zombie	1	0	0
92	34	Skeleton_Archer	1	1	0
92	35	Skyscanner	1	0	1
92	36	Infernal_Scarring	1	1	0
92	37	Manalith	1	1	1
92	38	Doomed_Dissenter	1	1	0
92	39	Stone_Quarry	1	1	1
92	40	Revitalize	1	1	1
92	41	Hired_Blade	1	1	0
92	42	Vampire_Neonate	1	1	1
92	43	Bogstomper	1	1	1
92	44	Plummet	1	1	1
92	45	Island_2	1	1	1
93	1	Sarkhan_Fireblood	1	1	1
93	2	Volley_Veteran	1	1	1
93	3	Declare_Dominance	1	1	1
93	4	Tormenting_Voice	1	0	1
93	5	Goblin_Instigator	1	1	1
93	6	Fire_Elemental	1	1	1
93	7	Highland_Game	1	0	1
93	8	Rhox_Oracle	1	0	1
93	9	Plummet	1	1	1
93	10	Onakke_Ogre	1	1	1
93	11	Goblin_Motivator	1	1	1
93	12	Talons_of_Wildwood	1	1	1
93	13	Hired_Blade	1	1	1
93	14	Fraying_Omnipotence	1	1	1
93	15	Island_1	1	1	1
93	16	Bristling_Boar	1	0	0
93	17	Act_of_Treason	1	0	0
93	18	Onakke_Ogre	1	0	0
93	19	Ghirapur_Guide	1	1	0
93	20	Gift_of_Paradise	1	1	1
93	21	Viashino_Pyromancer	1	0	0
93	22	Crucible_of_Worlds	1	1	0
93	23	Giant_Spider	1	0	1
93	24	Oakenform	1	1	1
93	25	Manalith	1	0	1
93	26	Greenwood_Sentinel	1	1	1
93	27	Onakke_Ogre	1	1	1
93	28	Infectious_Horror	1	1	1
93	29	Revitalize	1	1	1
93	30	Plains_3	1	1	1
93	31	Rabid_Bite	1	0	1
93	32	Thud	1	1	0
93	33	Elvish_Rejuvenator	1	0	0
93	34	Skyscanner	1	0	1
93	35	Act_of_Treason	1	0	0
93	36	Greenwood_Sentinel	1	0	1
93	37	Highland_Game	1	0	0
93	38	Goblin_Motivator	1	1	1
93	39	Inferno_Hellion	1	1	1
93	40	Smelt	1	0	0
93	41	Hostile_Minotaur	1	1	1
93	42	Millstone	1	1	1
93	43	Root_Snare	1	1	1
93	44	Infectious_Horror	1	1	1
93	45	Leonin_Vanguard	1	1	1
94	1	Departed_Deckhand	1	1	1
94	2	Skyscanner	1	0	0
94	3	Skyscanner	1	0	1
94	4	Skyscanner	1	1	0
94	5	Disperse	1	1	1
94	6	Omenspeaker	1	0	1
94	7	Trusty_Packbeast	1	1	0
94	8	Trusty_Packbeast	1	1	0
94	9	Amulet_of_Safekeeping	1	1	0
94	10	Knight_of_the_Tusk	1	1	0
94	11	Meandering_River	1	1	0
94	12	Viashino_Pyromancer	1	1	1
94	13	Highland_Lake	1	1	1
94	14	Inferno_Hellion	1	1	1
94	15	Forest_4	1	1	1
94	16	Remorseful_Cleric	1	1	0
94	17	Surge_Mare	1	1	1
94	18	Angel_of_the_Dawn	1	1	1
94	19	Sai_Master_Thopterist	1	1	1
94	20	Aviation_Pioneer	1	1	1
94	21	Suncleanser	1	1	0
94	22	Disperse	1	1	1
94	23	Supreme_Phantom	1	1	1
94	24	Aether_Tunnel	1	1	1
94	25	Field_Creeper	1	1	1
94	26	Child_of_Night	1	1	1
94	27	Enigma_Drake	1	1	1
94	28	Mind_Rot	1	1	1
94	29	Greenwood_Sentinel	1	1	1
94	30	Gearsmith_Prodigy	1	1	1
94	31	Supreme_Phantom	1	1	1
94	32	Murder	1	1	1
94	33	Gearsmith_Guardian	1	1	1
94	34	Take_Vengeance	1	1	0
94	35	Omenspeaker	1	1	0
94	36	Inspired_Charge	1	1	0
94	37	Tolarian_Scholar	1	0	1
94	38	Meandering_River	1	0	0
94	39	Invoke_the_Divine	1	1	0
94	40	Mighty_Leap	1	1	0
94	41	Rustwing_Falcon	1	1	1
94	42	Ghostform	1	1	1
94	43	Diregraf_Ghoul	1	1	1
94	44	Knight_of_the_Tusk	1	1	1
94	45	Mountain_2	1	1	1
95	1	Arcades_the_Strategist	1	1	1
95	2	Exclusion_Mage	1	1	1
95	3	Divination	1	0	1
95	4	Rabid_Bite	1	0	1
95	5	Divination	1	1	1
95	6	Manalith	1	0	0
95	7	Inspired_Charge	1	1	0
95	8	Poison-Tip_Archer	1	1	0
95	9	Titanic_Growth	1	1	0
95	10	Blood_Divination	1	1	1
95	11	Highland_Game	1	1	1
95	12	Knight's_Pledge	1	1	1
95	13	Walking_Corpse	1	1	1
95	14	Infectious_Horror	1	1	1
95	15	Plains_1	1	1	1
95	16	Spit_Flame	1	1	1
95	17	One_with_the_Machine	1	1	0
95	18	Dryad_Greenseeker	1	1	1
95	19	Rhox_Oracle	1	0	0
95	20	Loxodon_Line_Breaker	1	1	0
95	21	Omenspeaker	1	1	0
95	22	Gearsmith_Guardian	1	0	1
95	23	Manalith	1	1	1
95	24	Anticipate	1	1	1
95	25	Frilled_Sea_Serpent	1	1	1
95	26	Cancel	1	1	1
95	27	Gearsmith_Prodigy	1	1	1
95	28	Naturalize	1	1	1
95	29	Stitcher's_Supplier	1	1	1
95	30	Fraying_Omnipotence	1	1	1
95	31	Dwindle	1	0	1
95	32	Diamond_Mare	1	1	1
95	33	Aerial_Engineer	1	1	0
95	34	Omenspeaker	1	0	1
95	35	Arcades_the_Strategist	1	1	0
95	36	Omenspeaker	1	1	1
95	37	Elvish_Rejuvenator	1	0	1
95	38	Cancel	1	0	1
95	39	Root_Snare	1	0	0
95	40	Gearsmith_Prodigy	1	1	1
95	41	Bone_to_Ash	1	1	0
95	42	Strangling_Spores	1	1	1
95	43	Invoke_the_Divine	1	1	1
95	44	Naturalize	1	1	1
95	45	Infectious_Horror	1	1	1
96	1	Demanding_Dragon	1	1	1
96	2	Arcane_Encyclopedia	1	1	0
96	3	Star-Crowned_Stag	1	0	1
96	4	Essence_Scatter	1	0	1
96	5	Cavalry_Drillmaster	1	0	0
96	6	Cavalry_Drillmaster	1	0	1
96	7	Invoke_the_Divine	1	0	0
96	8	Heroic_Reinforcements	1	1	1
96	9	Loxodon_Line_Breaker	1	1	1
96	10	Totally_Lost	1	0	0
96	11	Trusty_Packbeast	1	1	1
96	12	Act_of_Treason	1	1	1
96	13	Submerged_Boneyard	1	1	1
96	14	Rustwing_Falcon	1	1	1
96	15	Goblin_Motivator	1	1	1
96	16	Angel_of_the_Dawn	1	0	1
96	17	Aerial_Engineer	1	1	0
96	18	Snapping_Drake	1	1	0
96	19	Skilled_Animator	1	1	0
96	20	Manalith	1	0	1
96	21	Snapping_Drake	1	0	1
96	22	Gearsmith_Guardian	1	0	0
96	23	Scholar_of_Stars	1	1	1
96	24	Uncomfortable_Chill	1	1	1
96	25	Snapping_Drake	1	1	1
96	26	Ghostform	1	1	1
96	27	Aerial_Engineer	1	1	0
96	28	Meandering_River	1	1	1
96	29	Anticipate	1	1	1
96	30	Anticipate	1	1	1
96	31	Luminous_Bonds	1	0	1
96	32	Herald_of_Faith	1	1	1
